global_sample_index,num_false_negatives,num_false_positives,error_count,true_labels,predicted_labels,false_negative_labels,false_positive_labels,false_negative_probs,false_positive_probs
560849,5,1,6,Alcohol | Alkane | Amine | Arene | Carbamate | Carboxylic acid | Ether | Haloalkane | Hydrazine,Alcohol | Alkane | Amide | Arene | Carboxylic acid,Amine | Carbamate | Ether | Haloalkane | Hydrazine,Amide,Amine=0.1815 | Carbamate=0.5345 | Ether=0.2258 | Haloalkane=0.2183 | Hydrazine=0.0098,Amide=0.9526
562682,4,2,6,Alcohol | Alkane | Alkene | Arene | Enol | Ketone | Sulfoxide,Alkane | Arene | Haloalkane | Sulfide | Sulfoxide,Alcohol | Alkene | Enol | Ketone,Haloalkane | Sulfide,Alcohol=0.0764 | Alkene=0.0031 | Enol=0.0000 | Ketone=0.0025,Haloalkane=0.9689 | Sulfide=0.5206
564682,4,2,6,Alkane | Alkene | Amine | Arene | Enamine | Ether | Nitrile,Alcohol | Alkene | Arene | Nitrile | Phenol,Alkane | Amine | Enamine | Ether,Alcohol | Phenol,Alkane=0.0086 | Amine=0.0008 | Enamine=0.0012 | Ether=0.3740,Alcohol=0.9422 | Phenol=0.8167
565273,4,2,6,Alkane | Amide | Amine | Ester | Ether | Sulfide,Alkane | Amine | Arene | Haloalkane,Amide | Ester | Ether | Sulfide,Arene | Haloalkane,Amide=0.0973 | Ester=0.0002 | Ether=0.0091 | Sulfide=0.3451,Arene=0.4589 | Haloalkane=0.6191
569390,4,2,6,Alkane | Alkene | Amide | Arene | Carbamate | Ether | Haloalkane | Ketone,Alkane | Amine | Arene | Carbamate | Ether | Sulfide,Alkene | Amide | Haloalkane | Ketone,Amine | Sulfide,Alkene=0.3489 | Amide=0.0476 | Haloalkane=0.1094 | Ketone=0.0189,Amine=0.6421 | Sulfide=0.5692
570156,4,2,6,Alkane | Alkene | Amine | Arene | Enamine | Ester | Ether,Alkane | Amine | Arene | Haloalkane | Sulfide,Alkene | Enamine | Ester | Ether,Haloalkane | Sulfide,Alkene=0.5461 | Enamine=0.0053 | Ester=0.0333 | Ether=0.2174,Haloalkane=0.6077 | Sulfide=0.9423
571366,3,3,6,Alkane | Ester | Ether | Sulfide | Sulfone,Alkane | Alkene | Amide | Carbamate | Ether,Ester | Sulfide | Sulfone,Alkene | Amide | Carbamate,Ester=0.0939 | Sulfide=0.0919 | Sulfone=0.0012,Alkene=0.7509 | Amide=0.5186 | Carbamate=0.8144
573086,5,1,6,Alkane | Alkene | Amide | Amine | Arene | Enamine | Imide | Nitrile,Alkane | Amine | Arene | Haloalkane,Alkene | Amide | Enamine | Imide | Nitrile,Haloalkane,Alkene=0.0815 | Amide=0.3896 | Enamine=0.0001 | Imide=0.0740 | Nitrile=0.0630,Haloalkane=0.4939
574371,3,3,6,Alcohol | Alkane | Ester | Ether | Sulfide | Sulfoxide,Alcohol | Alkane | Carboxylic acid | Ketone | Phenol | Sulfide,Ester | Ether | Sulfoxide,Carboxylic acid | Ketone | Phenol,Ester=0.1014 | Ether=0.2228 | Sulfoxide=0.0000,Carboxylic acid=0.7821 | Ketone=0.7949 | Phenol=0.9791
578529,5,1,6,Alcohol | Alkane | Alkene | Amide | Arene | Enol | Haloalkane | Imide | Ketone,Alcohol | Alkane | Arene | Haloalkane | Phenol,Alkene | Amide | Enol | Imide | Ketone,Phenol,Alkene=0.1146 | Amide=0.3203 | Enol=0.0078 | Imide=0.1648 | Ketone=0.3494,Phenol=0.9476
581552,2,4,6,Alcohol | Alkane | Amide | Sulfide,Alcohol | Alkane | Ester | Ether | Ketone | Phenol,Amide | Sulfide,Ester | Ether | Ketone | Phenol,Amide=0.2998 | Sulfide=0.1972,Ester=0.8423 | Ether=0.8850 | Ketone=0.7791 | Phenol=0.8833
583029,5,1,6,Alkane | Amide | Amine | Arene | Carbamate | Ether | Haloalkane | Hydrazone | Imide | Nitrile,Alkane | Arene | Ester | Ether | Haloalkane | Nitrile,Amide | Amine | Carbamate | Hydrazone | Imide,Ester,Amide=0.1025 | Amine=0.1427 | Carbamate=0.1381 | Hydrazone=0.7168 | Imide=0.0044,Ester=0.8613
583375,4,2,6,Alkane | Alkene | Amide | Amine | Arene | Enamine | Ester | Ether | Sulfone,Alkane | Amine | Arene | Ether | Haloalkane | Nitrile | Sulfone,Alkene | Amide | Enamine | Ester,Haloalkane | Nitrile,Alkene=0.0093 | Amide=0.1094 | Enamine=0.0000 | Ester=0.1680,Haloalkane=0.6914 | Nitrile=0.8985
591844,4,2,6,Alkane | Amine | Arene | Haloalkane | Ketone | Nitrile,Alkane | Ester | Ether | Nitrile,Amine | Arene | Haloalkane | Ketone,Ester | Ether,Amine=0.0887 | Arene=0.0138 | Haloalkane=0.1394 | Ketone=0.3944,Ester=0.8274 | Ether=0.9467
592576,2,4,6,Alkane | Haloalkane | Sulfide,Alkane | Alkene | Amine | Ester | Ether,Haloalkane | Sulfide,Alkene | Amine | Ester | Ether,Haloalkane=0.2132 | Sulfide=0.2752,Alkene=0.6855 | Amine=0.5640 | Ester=0.9118 | Ether=0.7220
598194,4,2,6,Alcohol | Alkane | Ester | Ether | Phenol,Alkane | Haloalkane | Sulfide,Alcohol | Ester | Ether | Phenol,Haloalkane | Sulfide,Alcohol=0.0126 | Ester=0.1090 | Ether=0.1616 | Phenol=0.0269,Haloalkane=0.6236 | Sulfide=0.4890
599274,2,4,6,Alcohol | Alkane | Amide | Haloalkane | Phenol,Alcohol | Alkane | Amine | Arene | Ester | Ether | Phenol,Amide | Haloalkane,Amine | Arene | Ester | Ether,Amide=0.0373 | Haloalkane=0.3615,Amine=0.5362 | Arene=0.8959 | Ester=0.7035 | Ether=0.5038
599490,1,5,6,Alkane | Amine | Arene | Sulfone,Alcohol | Alkane | Arene | Carboxylic acid | Haloalkane | Ketone | Sulfide | Sulfone,Amine,Alcohol | Carboxylic acid | Haloalkane | Ketone | Sulfide,Amine=0.3588,Alcohol=0.8045 | Carboxylic acid=0.9118 | Haloalkane=0.7283 | Ketone=0.6396 | Sulfide=0.5629
601803,2,4,6,Alcohol | Alkane | Alkene | Sulfide,Alcohol | Alkane | Amide | Arene | Ester | Ether,Alkene | Sulfide,Amide | Arene | Ester | Ether,Alkene=0.3506 | Sulfide=0.3049,Amide=0.9433 | Arene=0.5158 | Ester=0.7100 | Ether=0.6151
601925,3,3,6,Alcohol | Alkane | Amine | Arene | Carboxylic acid | Hydrazone | Phenol | Thioamide,Alcohol | Alkane | Amide | Arene | Carboxylic acid | Ether | Ketone | Phenol,Amine | Hydrazone | Thioamide,Amide | Ether | Ketone,Amine=0.3274 | Hydrazone=0.2180 | Thioamide=0.0014,Amide=0.8580 | Ether=0.4671 | Ketone=0.8571
603094,2,4,6,Alkane | Amine | Arene | Ketone | Sulfone,Alkane | Alkene | Amine | Arene | Ester | Ether | Haloalkane,Ketone | Sulfone,Alkene | Ester | Ether | Haloalkane,Ketone=0.1020 | Sulfone=0.1065,Alkene=0.9569 | Ester=0.7806 | Ether=0.8894 | Haloalkane=0.5307
619785,2,4,6,Alcohol | Alkane | Amide | Arene | Haloalkane | Phenol,Alcohol | Alkane | Alkene | Arene | Ester | Ether | Haloalkane | Ketone,Amide | Phenol,Alkene | Ester | Ether | Ketone,Amide=0.1849 | Phenol=0.2015,Alkene=0.8090 | Ester=0.9671 | Ether=0.8760 | Ketone=0.7632
631737,0,6,6,Alkane | Arene,Alkane | Alkene | Amide | Amine | Arene | Ester | Ether | Sulfide,,Alkene | Amide | Amine | Ester | Ether | Sulfide,,Alkene=0.8873 | Amide=0.8419 | Amine=0.8002 | Ester=0.6118 | Ether=0.4009 | Sulfide=0.8699
638404,2,4,6,Alkane | Amine | Arene | Ester | Ether,Alcohol | Alkane | Alkene | Amide | Arene | Ether | Haloalkane,Amine | Ester,Alcohol | Alkene | Amide | Haloalkane,Amine=0.3599 | Ester=0.1302,Alcohol=0.8804 | Alkene=0.6529 | Amide=0.6551 | Haloalkane=0.6359
639572,6,0,6,Alcohol | Alkane | Alkene | Amide | Arene | Ester | Ether | Haloalkane | Imide | Phenol | Sulfide,Alcohol | Alkane | Arene | Ether | Phenol,Alkene | Amide | Ester | Haloalkane | Imide | Sulfide,,Alkene=0.0560 | Amide=0.1385 | Ester=0.5816 | Haloalkane=0.3744 | Imide=0.0023 | Sulfide=0.2879,
641249,3,3,6,Alcohol | Alkane | Amide | Arene | Imide | Phenol | Sulfide,Alcohol | Alkane | Ester | Ether | Ketone | Phenol | Sulfide,Amide | Arene | Imide,Ester | Ether | Ketone,Amide=0.3977 | Arene=0.2679 | Imide=0.8020,Ester=0.7084 | Ether=0.5081 | Ketone=0.7361
642537,2,4,6,Alcohol | Alkane | Carbamate | Sulfide,Alcohol | Alkane | Ester | Ether | Haloalkane | Thioamide,Carbamate | Sulfide,Ester | Ether | Haloalkane | Thioamide,Carbamate=0.4672 | Sulfide=0.3520,Ester=0.8306 | Ether=0.9404 | Haloalkane=0.6227 | Thioamide=0.8230
642804,5,1,6,Alkane | Alkene | Amine | Arene | Ether | Haloalkane | Ketone | Sulfide | Sulfonamide,Aldehyde | Alkane | Amine | Arene | Haloalkane,Alkene | Ether | Ketone | Sulfide | Sulfonamide,Aldehyde,Alkene=0.0733 | Ether=0.2404 | Ketone=0.0034 | Sulfide=0.3749 | Sulfonamide=0.1272,Aldehyde=0.9131
643338,4,2,6,Alcohol | Alkane | Alkene | Amide | Arene | Enol | Haloalkane | Sulfonamide,Alcohol | Alkane | Arene | Ether | Haloalkane | Phenol,Alkene | Amide | Enol | Sulfonamide,Ether | Phenol,Alkene=0.3738 | Amide=0.0004 | Enol=0.2515 | Sulfonamide=0.0991,Ether=0.7094 | Phenol=0.8389
647499,4,2,6,Alkane | Amine | Carbamate | Ether | Haloalkane | Hydrazine | Imide | Nitrile,Alkane | Amide | Amine | Ether | Nitrile | Sulfide,Carbamate | Haloalkane | Hydrazine | Imide,Amide | Sulfide,Carbamate=0.6655 | Haloalkane=0.2704 | Hydrazine=0.0077 | Imide=0.0006,Amide=0.6559 | Sulfide=0.8288
647659,3,3,6,Alkane | Alkene | Ester | Ether | Isocyanate,Alkane | Amide | Amine | Ether | Sulfide,Alkene | Ester | Isocyanate,Amide | Amine | Sulfide,Alkene=0.0306 | Ester=0.1073 | Isocyanate=0.1519,Amide=0.6006 | Amine=0.5717 | Sulfide=0.6155
648097,3,3,6,Alkane | Amine | Ketone | Sulfide | Thiol,Alkane | Alkene | Amine | Ester | Haloalkane,Ketone | Sulfide | Thiol,Alkene | Ester | Haloalkane,Ketone=0.0003 | Sulfide=0.3585 | Thiol=0.0000,Alkene=0.7570 | Ester=0.7423 | Haloalkane=0.3884
655765,1,5,6,Aldehyde | Arene,Alkane | Amide | Amine | Arene | Ketone | Sulfide,Aldehyde,Alkane | Amide | Amine | Ketone | Sulfide,Aldehyde=0.0000,Alkane=0.1853 | Amide=0.8593 | Amine=0.5662 | Ketone=0.7181 | Sulfide=0.6997
657630,6,0,6,Alkane | Alkene | Amide | Amine | Arene | Enamine | Ester | Ether | Haloalkane | Sulfide,Alkane | Arene | Ether | Haloalkane,Alkene | Amide | Amine | Enamine | Ester | Sulfide,,Alkene=0.1378 | Amide=0.1006 | Amine=0.1536 | Enamine=0.0000 | Ester=0.2331 | Sulfide=0.0433,
663972,4,2,6,Alkane | Alkene | Ether | Nitrile,Haloalkane | Sulfide,Alkane | Alkene | Ether | Nitrile,Haloalkane | Sulfide,Alkane=0.1062 | Alkene=0.2049 | Ether=0.0329 | Nitrile=0.4678,Haloalkane=0.5847 | Sulfide=0.9276
664904,5,1,6,Alcohol | Alkane | Alkene | Amide | Arene | Carboxylic acid | Ester | Ether | Sulfide | Thioamide,Alcohol | Alkane | Amine | Arene | Carboxylic acid | Ester,Alkene | Amide | Ether | Sulfide | Thioamide,Amine,Alkene=0.1373 | Amide=0.1067 | Ether=0.3317 | Sulfide=0.4385 | Thioamide=0.0014,Amine=0.8597
666079,1,5,6,Alkane | Amine | Arene | Ester | Ether | Haloalkane,Alkane | Alkene | Amide | Arene | Enamine | Ester | Ether | Haloalkane | Ketone | Sulfide,Amine,Alkene | Amide | Enamine | Ketone | Sulfide,Amine=0.1808,Alkene=0.7694 | Amide=0.9672 | Enamine=0.9826 | Ketone=0.7541 | Sulfide=0.5872
670198,4,2,6,Alcohol | Alkane | Alkene | Amine | Arene | Carbamate | Ether | Phenol,Alcohol | Alkane | Alkyne | Amine | Ester | Ether,Alkene | Arene | Carbamate | Phenol,Alkyne | Ester,Alkene=0.1903 | Arene=0.0695 | Carbamate=0.3794 | Phenol=0.0005,Alkyne=0.9890 | Ester=0.7934
673326,2,4,6,Aldehyde | Alkane | Alkyne | Sulfide,Alkane | Arene | Ester | Ether | Haloalkane | Sulfide,Aldehyde | Alkyne,Arene | Ester | Ether | Haloalkane,Aldehyde=0.0225 | Alkyne=0.0031,Arene=0.2914 | Ester=0.9093 | Ether=0.6378 | Haloalkane=0.6606
673612,3,3,6,Alkane | Alkene | Amide | Arene | Enamine | Haloalkane,Alkane | Arene | Ester | Ether | Haloalkane | Ketone,Alkene | Amide | Enamine,Ester | Ether | Ketone,Alkene=0.3384 | Amide=0.1714 | Enamine=0.0002,Ester=0.6372 | Ether=0.4633 | Ketone=0.9372
673640,5,1,6,Alkane | Alkene | Amide | Amine | Arene | Enamine | Ester | Ether,Alkane | Arene | Ether | Hydrazone,Alkene | Amide | Amine | Enamine | Ester,Hydrazone,Alkene=0.0678 | Amide=0.3973 | Amine=0.1515 | Enamine=0.0000 | Ester=0.4794,Hydrazone=0.9773
673641,3,3,6,Alkane | Alkene | Amide | Amine | Arene | Haloalkane | Sulfonamide,Alkane | Amine | Arene | Ester | Ether | Ketone | Sulfonamide,Alkene | Amide | Haloalkane,Ester | Ether | Ketone,Alkene=0.5354 | Amide=0.0251 | Haloalkane=0.0656,Ester=0.7016 | Ether=0.7827 | Ketone=0.9103
674035,3,3,6,Alkane | Amide | Arene | Sulfonamide,Alkane | Alkene | Ether | Haloalkane,Amide | Arene | Sulfonamide,Alkene | Ether | Haloalkane,Amide=0.3163 | Arene=0.0843 | Sulfonamide=0.0012,Alkene=0.6755 | Ether=0.6451 | Haloalkane=0.7768
677058,3,3,6,Alcohol | Alkane | Amide | Amine | Arene | Phenol,Alkane | Alkene | Amide | Arene | Ether | Haloalkane,Alcohol | Amine | Phenol,Alkene | Ether | Haloalkane,Alcohol=0.0000 | Amine=0.0475 | Phenol=0.0005,Alkene=0.9888 | Ether=0.9086 | Haloalkane=0.6304
677183,2,4,6,Alcohol | Alkane | Amine | Carboxylic acid,Alcohol | Alkane | Amide | Arene | Ether | Sulfide,Amine | Carboxylic acid,Amide | Arene | Ether | Sulfide,Amine=0.2935 | Carboxylic acid=0.0390,Amide=0.7721 | Arene=0.5470 | Ether=0.6302 | Sulfide=0.7369
682299,2,4,6,Alcohol | Alkane | Alkene | Amine | Ketone,Alcohol | Alkane | Amide | Amine | Ether | Haloalkane | Sulfide,Alkene | Ketone,Amide | Ether | Haloalkane | Sulfide,Alkene=0.0757 | Ketone=0.0145,Amide=0.4936 | Ether=0.3961 | Haloalkane=0.4371 | Sulfide=0.5011
683477,5,1,6,Alkane | Alkene | Amide | Amine | Arene | Enamine | Ester | Ether | Imine | Sulfide,Alkane | Amide | Amine | Arene | Carbamate | Ether,Alkene | Enamine | Ester | Imine | Sulfide,Carbamate,Alkene=0.0714 | Enamine=0.0003 | Ester=0.3623 | Imine=0.0000 | Sulfide=0.2526,Carbamate=0.9994
686631,4,2,6,Alkane | Alkene | Amine | Arene | Enamine | Hydrazine | Imine | Sulfide,Alkane | Amine | Arene | Ether | Haloalkane | Sulfide,Alkene | Enamine | Hydrazine | Imine,Ether | Haloalkane,Alkene=0.0235 | Enamine=0.0000 | Hydrazine=0.0000 | Imine=0.0000,Ether=0.7807 | Haloalkane=0.5265
690556,2,4,6,Alkane | Ester | Ether | Sulfide | Sulfonamide,Alkane | Amide | Amine | Arene | Ether | Haloalkane | Sulfide,Ester | Sulfonamide,Amide | Amine | Arene | Haloalkane,Ester=0.1620 | Sulfonamide=0.0009,Amide=0.7487 | Amine=0.5676 | Arene=0.3761 | Haloalkane=0.4354
696362,5,1,6,Alcohol | Alkane | Alkene | Amine | Arene | Carboxylic acid | Enamine | Ester | Ether | Haloalkane,Alcohol | Alkane | Amine | Ether | Haloalkane | Sulfide,Alkene | Arene | Carboxylic acid | Enamine | Ester,Sulfide,Alkene=0.0288 | Arene=0.0417 | Carboxylic acid=0.2022 | Enamine=0.1727 | Ester=0.2933,Sulfide=0.8834
700223,3,3,6,Alcohol | Alkane | Amine | Arene | Carbamate | Ether | Haloalkane | Phenol | Sulfonamide,Alkane | Amide | Amine | Arene | Haloalkane | Ketone | Phenol | Sulfide | Sulfonamide,Alcohol | Carbamate | Ether,Amide | Ketone | Sulfide,Alcohol=0.5540 | Carbamate=0.0031 | Ether=0.3690,Amide=0.5631 | Ketone=0.6882 | Sulfide=0.9815
702324,5,1,6,Alkane | Alkene | Amide | Arene | Ether | Haloalkane | Sulfide | Thioamide,Alkane | Arene | Ester | Ether,Alkene | Amide | Haloalkane | Sulfide | Thioamide,Ester,Alkene=0.5270 | Amide=0.3783 | Haloalkane=0.3751 | Sulfide=0.1074 | Thioamide=0.0000,Ester=0.9433
702335,2,4,6,Alkane | Amide | Arene | Haloalkane | Sulfonamide,Alkane | Amine | Arene | Ester | Ether | Haloalkane | Sulfide,Amide | Sulfonamide,Amine | Ester | Ether | Sulfide,Amide=0.0092 | Sulfonamide=0.0807,Amine=0.8774 | Ester=0.8171 | Ether=0.6085 | Sulfide=0.6249
703830,4,2,6,Aldehyde | Alkane | Alkene | Amine | Enamine | Haloalkane,Alkane | Arene | Ether | Haloalkane,Aldehyde | Alkene | Amine | Enamine,Arene | Ether,Aldehyde=0.6863 | Alkene=0.0609 | Amine=0.0412 | Enamine=0.0038,Arene=0.3884 | Ether=0.7761
705770,4,2,6,Amine | Arene | Haloalkane | Hydrazone | Ketone | Thioamide,Amide | Arene | Ether | Haloalkane,Amine | Hydrazone | Ketone | Thioamide,Amide | Ether,Amine=0.0542 | Hydrazone=0.8074 | Ketone=0.3711 | Thioamide=0.0032,Amide=0.9062 | Ether=0.4095
720014,1,5,6,Alkane | Arene | Ether | Sulfoxide,Alkane | Alkene | Amide | Arene | Ether | Haloalkane | Imide | Sulfide,Sulfoxide,Alkene | Amide | Haloalkane | Imide | Sulfide,Sulfoxide=0.0109,Alkene=0.9201 | Amide=0.7008 | Haloalkane=0.4846 | Imide=0.8944 | Sulfide=0.5569
720566,5,1,6,Alkane | Alkene | Amine | Arene | Enamine | Imine | Ketone | Sulfide,Alkane | Amine | Arene | Haloalkane,Alkene | Enamine | Imine | Ketone | Sulfide,Haloalkane,Alkene=0.4141 | Enamine=0.0160 | Imine=0.0001 | Ketone=0.2773 | Sulfide=0.0697,Haloalkane=0.6901
722132,2,4,6,Alkane | Amine | Arene | Ether | Thioamide,Alkane | Amide | Arene | Ester | Ether | Haloalkane | Sulfide,Amine | Thioamide,Amide | Ester | Haloalkane | Sulfide,Amine=0.0837 | Thioamide=0.0003,Amide=0.8185 | Ester=0.9732 | Haloalkane=0.6342 | Sulfide=0.6113
727228,4,2,6,Alcohol | Alkane | Amide | Arene | Ester | Ether | Phenol,Alcohol | Alkane | Amide | Haloalkane | Sulfide,Arene | Ester | Ether | Phenol,Haloalkane | Sulfide,Arene=0.2657 | Ester=0.0154 | Ether=0.2550 | Phenol=0.0762,Haloalkane=0.4881 | Sulfide=0.6498
727419,3,3,6,Alcohol | Alkane | Alkene | Amide | Amine | Arene | Enamine | Imide | Phenol,Alkane | Alkene | Amide | Amine | Arene | Enamine | Ester | Haloalkane | Sulfide,Alcohol | Imide | Phenol,Ester | Haloalkane | Sulfide,Alcohol=0.5988 | Imide=0.1565 | Phenol=0.1932,Ester=0.6973 | Haloalkane=0.5853 | Sulfide=0.6339
731440,3,3,6,Alcohol | Alkane | Arene | Ether | Ketone | Phenol | Sulfide,Alcohol | Alkane | Amide | Arene | Ether | Haloalkane | Imide,Ketone | Phenol | Sulfide,Amide | Haloalkane | Imide,Ketone=0.0033 | Phenol=0.0968 | Sulfide=0.2574,Amide=0.9903 | Haloalkane=0.8782 | Imide=0.9972
732228,4,2,6,Alcohol | Alkane | Alkene | Amide | Amine | Arene | Enamine | Enol | Sulfonamide,Alkane | Alkene | Amine | Arene | Haloalkane | Ketone | Sulfonamide,Alcohol | Amide | Enamine | Enol,Haloalkane | Ketone,Alcohol=0.2551 | Amide=0.3068 | Enamine=0.7404 | Enol=0.4779,Haloalkane=0.5475 | Ketone=0.8670
736835,2,4,6,Amide | Arene | Ester | Ether | Sulfide,Amide | Arene | Ether | Haloalkane | Imine | Sulfoxide | Thial,Ester | Sulfide,Haloalkane | Imine | Sulfoxide | Thial,Ester=0.2595 | Sulfide=0.3833,Haloalkane=0.6137 | Imine=0.9602 | Sulfoxide=0.9600 | Thial=0.0381
741144,5,1,6,Alcohol | Alkane | Alkene | Arene | Enol | Ester | Ether | Sulfide,Alcohol | Alkane | Arene | Ketone,Alkene | Enol | Ester | Ether | Sulfide,Ketone,Alkene=0.5756 | Enol=0.7952 | Ester=0.1979 | Ether=0.2768 | Sulfide=0.1225,Ketone=0.9877
745267,5,1,6,Alcohol | Alkane | Alkene | Amide | Arene | Ether | Haloalkane | Phenol | Sulfide | Thioamide,Alkane | Amide | Arene | Ether | Haloalkane | Ketone,Alcohol | Alkene | Phenol | Sulfide | Thioamide,Ketone,Alcohol=0.6331 | Alkene=0.5471 | Phenol=0.1335 | Sulfide=0.1415 | Thioamide=0.0000,Ketone=0.8007
746840,3,3,6,Alcohol | Alkane | Amide | Arene | Carboxylic acid | Sulfide,Alcohol | Alkane | Arene | Ester | Ether | Haloalkane,Amide | Carboxylic acid | Sulfide,Ester | Ether | Haloalkane,Amide=0.3367 | Carboxylic acid=0.0120 | Sulfide=0.2344,Ester=0.8810 | Ether=0.7609 | Haloalkane=0.5814
749355,4,2,6,Alkane | Alkene | Amine | Arene | Enamine | Ketone,Alkane | Amide | Arene | Ether,Alkene | Amine | Enamine | Ketone,Amide | Ether,Alkene=0.2898 | Amine=0.2085 | Enamine=0.0320 | Ketone=0.1922,Amide=0.8638 | Ether=0.6736
750300,4,2,6,Alkane | Amide | Arene | Ester | Ether | Haloalkane | Hydrazone,Alkane | Alkene | Amine | Arene | Ether,Amide | Ester | Haloalkane | Hydrazone,Alkene | Amine,Amide=0.0237 | Ester=0.5939 | Haloalkane=0.0816 | Hydrazone=0.0000,Alkene=0.9469 | Amine=0.9556
750495,4,2,6,Aldehyde | Alkane | Alkene | Amine | Imine,Alkane | Haloalkane | Ketone,Aldehyde | Alkene | Amine | Imine,Haloalkane | Ketone,Aldehyde=0.0130 | Alkene=0.0984 | Amine=0.1319 | Imine=0.7947,Haloalkane=0.6581 | Ketone=0.9647
753385,3,3,6,Alkane | Amine | Arene | Ester | Ether,Alkane | Alkene | Amide | Amine | Haloalkane,Arene | Ester | Ether,Alkene | Amide | Haloalkane,Arene=0.0489 | Ester=0.2479 | Ether=0.0719,Alkene=0.8390 | Amide=0.7812 | Haloalkane=0.4461
754979,3,3,6,Alkane | Amine | Arene | Sulfide,Arene | Ether | Haloalkane | Ketone,Alkane | Amine | Sulfide,Ether | Haloalkane | Ketone,Alkane=0.0876 | Amine=0.4685 | Sulfide=0.4605,Ether=0.5732 | Haloalkane=0.9625 | Ketone=0.9845
755091,3,3,6,Alkane | Amide | Arene | Carbamate | Ester | Ether | Imide,Alkane | Amine | Arene | Carbamate | Ether | Haloalkane | Sulfonamide,Amide | Ester | Imide,Amine | Haloalkane | Sulfonamide,Amide=0.1359 | Ester=0.1702 | Imide=0.4449,Amine=0.7585 | Haloalkane=0.6307 | Sulfonamide=0.7861
756572,4,2,6,Alkane | Arene | Ether | Ketone | Nitrile,Aldehyde | Arene | Haloalkane,Alkane | Ether | Ketone | Nitrile,Aldehyde | Haloalkane,Alkane=0.0133 | Ether=0.3139 | Ketone=0.0143 | Nitrile=0.0005,Aldehyde=0.9686 | Haloalkane=0.8778
758560,5,1,6,Alkane | Alkene | Amine | Arene | Enamine | Hydrazone | Ketone | Sulfide,Alkane | Arene | Haloalkane | Hydrazone,Alkene | Amine | Enamine | Ketone | Sulfide,Haloalkane,Alkene=0.6212 | Amine=0.0156 | Enamine=0.1632 | Ketone=0.5881 | Sulfide=0.2486,Haloalkane=0.4964
760470,2,4,6,Alkane | Amide | Amine | Arene | Ether | Haloalkane | Hydrazone | Nitrile,Alkane | Alkene | Alkyne | Amine | Arene | Ether | Haloalkane | Ketone | Nitrile | Sulfide,Amide | Hydrazone,Alkene | Alkyne | Ketone | Sulfide,Amide=0.3638 | Hydrazone=0.0001,Alkene=0.8976 | Alkyne=0.9956 | Ketone=0.7110 | Sulfide=0.8782
769460,1,5,6,Alcohol | Alkane | Ester | Ether | Haloalkane,Alcohol | Alkane | Alkene | Amine | Arene | Ester | Ether | Ketone | Phenol,Haloalkane,Alkene | Amine | Arene | Ketone | Phenol,Haloalkane=0.1049,Alkene=0.7448 | Amine=0.4920 | Arene=0.5993 | Ketone=0.8236 | Phenol=0.9360
769461,5,1,6,Alkene | Amine | Arene | Haloalkane | Hydrazone | Nitrile | Sulfide,Alkane | Arene | Haloalkane,Alkene | Amine | Hydrazone | Nitrile | Sulfide,Alkane,Alkene=0.1091 | Amine=0.2226 | Hydrazone=0.4664 | Nitrile=0.2810 | Sulfide=0.3153,Alkane=0.2488
771279,2,4,6,Alkene | Arene | Ketone,Alkane | Arene | Ether | Haloalkane | Sulfonate,Alkene | Ketone,Alkane | Ether | Haloalkane | Sulfonate,Alkene=0.0020 | Ketone=0.0010,Alkane=0.2728 | Ether=0.6278 | Haloalkane=0.5225 | Sulfonate=0.9992
776036,3,3,6,Alkane | Alkene | Amine | Arene | Enamine | Ether | Ketone,Alkane | Amine | Arene | Carbamate | Ether | Haloalkane | Sulfide,Alkene | Enamine | Ketone,Carbamate | Haloalkane | Sulfide,Alkene=0.2771 | Enamine=0.1279 | Ketone=0.4021,Carbamate=0.9874 | Haloalkane=0.4280 | Sulfide=0.5541
778592,5,1,6,Alkane | Alkene | Amine | Arene | Enamine | Ether | Haloalkane | Ketone | Sulfide,Alkane | Amide | Amine | Arene | Ether,Alkene | Enamine | Haloalkane | Ketone | Sulfide,Amide,Alkene=0.0151 | Enamine=0.0000 | Haloalkane=0.1582 | Ketone=0.0005 | Sulfide=0.4791,Amide=0.5349
779128,3,3,6,Alkane | Amide | Amine | Arene | Ether | Sulfide | Sulfonamide,Alcohol | Alkane | Amide | Amine | Arene | Haloalkane | Sulfone,Ether | Sulfide | Sulfonamide,Alcohol | Haloalkane | Sulfone,Ether=0.1748 | Sulfide=0.0157 | Sulfonamide=0.6536,Alcohol=0.8155 | Haloalkane=0.7833 | Sulfone=0.9846
779177,3,3,6,Alcohol | Alkane | Alkyne | Amide | Arene | Haloalkane,Alkane | Arene | Ether | Haloalkane | Ketone | Sulfide,Alcohol | Alkyne | Amide,Ether | Ketone | Sulfide,Alcohol=0.2768 | Alkyne=0.6171 | Amide=0.4511,Ether=0.5416 | Ketone=0.7252 | Sulfide=0.8129
780273,4,2,6,Alcohol | Alkane | Amine | Arene | Haloalkane | Phenol | Sulfide | Sulfone,Alkane | Alkene | Amine | Arene | Enamine | Haloalkane,Alcohol | Phenol | Sulfide | Sulfone,Alkene | Enamine,Alcohol=0.3932 | Phenol=0.3147 | Sulfide=0.1349 | Sulfone=0.0129,Alkene=0.9588 | Enamine=0.9992
